koi_period,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_impact,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disposition,koi_disposition_encoded
47.0563327,4.807,762.0,2.57,12.1,0.361,5889.0,4.492,0.924,15.695,0,0,0,0,CANDIDATE,1
10.0100312,1.35,376.0,0.99,12.4,0.07,4338.0,4.731,0.508,15.318,0,0,0,0,CANDIDATE,1
96.169569,7.496,895.0,2.07,20.0,0.049,5340.0,4.633,0.702,15.796,0,0,0,0,CONFIRMED,0
1.55090374,3.028,11.3,1.11,11.8,0.817,7612.0,3.787,2.968,11.626,0,0,1,0,FALSE POSITIVE,2
12.67143692,2.498,216.0,0.76,13.7,0.047,3705.0,4.721,0.529,13.693,0,0,0,0,CANDIDATE,1
60.32668824,1.6864,3150.0,4.98,57.0,0.974,3705.0,4.721,0.529,13.693,0,0,0,0,CANDIDATE,1
2.63595435,1.309,93.7,0.5,9.2,0.005,3705.0,4.721,0.529,13.693,0,0,0,0,CANDIDATE,1
82.303914,15.404,737.0,4.47,22.3,0.859,5602.0,4.13,1.425,15.654,0,0,0,0,CONFIRMED,0
131.9782774,7.14981,346000.0,147.83,3766.3,0.58,4916.0,3.717,2.182,14.313,0,1,0,0,FALSE POSITIVE,2
0.789171236,1.734,73.4,0.69,9.0,0.417,4776.0,4.516,0.811,15.352,0,0,1,1,FALSE POSITIVE,2
17.9346606,6.25,143.0,2.8,18.8,0.976,6426.0,4.013,1.775,13.474,0,0,0,0,CONFIRMED,0
241.0707458,9.88863,70300.0,76.53,4257.4,0.418,9414.0,3.883,2.777,10.656,0,1,0,0,FALSE POSITIVE,2
106.1759381,10.4168,165000.0,54.91,7056.8,0.718,6038.0,4.254,1.141,13.742,0,1,0,0,FALSE POSITIVE,2
184.6467208,18.9869,410000.0,72.8,1113.2,0.492,5713.0,4.414,1.023,15.603,0,1,0,0,FALSE POSITIVE,2
6.282033445,8.3777,182000.0,144.85,1178.0,1.777,6074.0,4.45,0.976,14.118,1,0,0,0,FALSE POSITIVE,2
5.519188936,7.1351,217000.0,43.06,2270.6,0.459,5324.0,4.439,0.897,16.117,0,1,0,0,FALSE POSITIVE,2
5.3360574,3.877,54.7,1.52,7.0,0.006,6742.0,3.925,2.032,12.691,0,0,0,0,CANDIDATE,1
4.818863794,6.2625,65900.0,51.32,2048.7,0.486,6313.0,3.936,1.935,14.55,0,1,0,0,FALSE POSITIVE,2
178.2680204,5.86461,45800.0,34.07,961.4,1.135,5126.0,4.578,0.696,14.16,0,1,0,0,FALSE POSITIVE,2
2.181555909,4.41739,85400.0,91.3,1548.2,1.261,6584.0,4.331,1.246,14.182,0,1,0,0,FALSE POSITIVE,2
0.895276162,3.0518,319000.0,172.25,932.1,0.618,5242.0,3.631,2.55,16.397,0,1,0,0,FALSE POSITIVE,2
244.8327497,4.37001,40200.0,38.3,733.5,1.047,6105.0,4.443,0.993,13.556,0,1,0,0,FALSE POSITIVE,2
30.4544418,6.896,472.0,2.6,17.3,0.929,6283.0,4.472,0.984,15.268,0,0,0,0,CONFIRMED,0
10.26558924,3.879,255.0,1.65,18.8,0.663,5774.0,4.458,0.98,14.658,0,0,1,1,FALSE POSITIVE,2
18.9257333,6.149,189.0,16.74,16.2,1.155,5455.0,4.421,0.909,13.857,0,0,1,0,FALSE POSITIVE,2
37.8862977,5.218,672.0,2.09,14.4,0.026,5513.0,4.551,0.818,15.848,0,0,0,0,CANDIDATE,1
10.54841329,1.872,103.0,3.89,11.7,1.017,6047.0,4.387,1.092,13.204,0,0,0,0,CANDIDATE,1
133.6348207,1.584,421.0,1.89,10.8,0.438,5202.0,4.434,0.918,13.623,0,0,0,0,CANDIDATE,1
11.9615433,3.129,425.0,2.24,12.4,0.576,6142.0,4.456,1.046,15.709,0,1,1,1,FALSE POSITIVE,2
32.510844,3.254,362.0,2.62,12.6,0.421,6074.0,4.244,1.358,14.863,0,0,0,0,CANDIDATE,1
62.12767713,5.25005,37400.0,38.61,990.3,1.158,5344.0,4.494,0.807,14.822,0,1,0,0,FALSE POSITIVE,2
31.9730649,8.872,159.0,1.09,15.6,0.716,5811.0,4.571,0.811,14.545,0,1,1,1,FALSE POSITIVE,2
10.90752977,2.764,186.0,1.58,11.8,0.147,6414.0,4.377,1.147,14.056,0,0,0,0,CANDIDATE,1
143.1188694,16.8109,256000.0,53.3,1638.0,0.703,5713.0,4.554,0.851,14.996,0,1,0,0,FALSE POSITIVE,2
76.81985465,5.16249,229000.0,46.61,2314.5,0.728,5654.0,4.59,0.774,14.063,0,1,0,0,FALSE POSITIVE,2
165.40575,13.6363,66400.0,112.86,4958.6,1.091,6061.0,3.759,2.185,12.724,0,1,0,0,FALSE POSITIVE,2
71.66191516,6.33708,324000.0,55.04,1804.1,0.612,5075.0,4.497,0.824,15.167,0,1,0,0,FALSE POSITIVE,2
9.44942685,6.40303,489000.0,68.38,1246.3,0.395,5754.0,4.534,0.905,15.65,1,0,0,0,FALSE POSITIVE,2
0.715802309,1.5586,2210.0,25.52,137.7,1.251,5239.0,4.6,0.757,15.579,0,0,1,0,FALSE POSITIVE,2
70.58284717,8.81169,151000.0,50.88,2424.0,0.882,5973.0,4.516,0.904,14.624,0,1,0,0,FALSE POSITIVE,2
2.995357359,6.57901,172000.0,112.12,1467.6,0.843,5949.0,3.892,1.94,16.455,0,1,0,0,FALSE POSITIVE,2
3.840485025,2.8592,31400.0,39.38,259.4,1.189,5731.0,4.532,0.823,15.26,0,1,0,0,FALSE POSITIVE,2
10.5226374,3.864,68.9,1.08,8.9,0.806,6327.0,4.327,1.175,14.563,0,0,0,0,CANDIDATE,1
10.4433418,3.94077,145000.0,44.35,842.1,0.707,6137.0,4.421,1.005,16.51,0,1,0,0,FALSE POSITIVE,2
4.75307877,2.35,933.0,505.94,6.4,0.019,3486.0,0.5,180.013,13.524,1,0,0,0,FALSE POSITIVE,2
19.51501329,4.59379,256000.0,53.03,1018.8,0.692,5349.0,4.531,0.851,16.739,0,1,0,0,FALSE POSITIVE,2
1.772451066,2.4592,79.2,1.02,22.4,0.006,6243.0,4.406,1.149,12.949,0,0,0,0,CONFIRMED,0
19.9158863,6.191,143.0,1.41,28.3,0.748,6047.0,4.387,1.092,13.204,0,0,0,0,CONFIRMED,0
54.06132811,4.48223,79700.0,88.28,1012.2,1.336,5786.0,4.318,1.112,15.231,0,1,0,0,FALSE POSITIVE,2
34.52599018,4.47294,67200.0,54.35,1008.1,1.087,6123.0,4.396,1.049,15.142,0,1,0,0,FALSE POSITIVE,2
494.485085,3.905,385.0,5.03,13.9,0.017,6303.0,3.774,2.553,12.088,0,0,0,0,CANDIDATE,1
14.2821417,2.068,225.0,1.08,8.7,0.012,5374.0,4.588,0.726,15.13,0,0,1,0,FALSE POSITIVE,2
18.64532882,3.63893,434000.0,61.81,1256.8,0.454,5931.0,4.554,0.845,15.511,0,1,0,0,FALSE POSITIVE,2
20.88212542,8.03365,233000.0,66.27,3506.5,0.743,6335.0,4.427,1.072,15.6,0,1,0,0,FALSE POSITIVE,2
14.0545718,4.066,274.0,1.45,11.6,0.121,5783.0,4.539,0.88,15.802,0,0,0,0,CANDIDATE,1
30.8609783,4.216,129.0,1.08,17.8,0.852,5627.0,4.552,0.833,12.988,0,0,0,0,CONFIRMED,0
3.652810043,1.5132,119.0,0.89,6.0,0.086,5213.0,4.489,0.831,15.602,1,0,0,0,FALSE POSITIVE,2
15.65134872,4.1553,3100.0,118.33,81.6,1.267,6552.0,3.586,3.289,12.429,0,1,1,1,FALSE POSITIVE,2
6.86674226,4.216,47.2,0.79,12.3,0.405,5914.0,4.396,1.135,13.046,0,0,0,0,CANDIDATE,1
8.37159554,5.252,98.0,2.39,16.6,0.983,6426.0,4.013,1.775,13.474,0,0,0,0,CONFIRMED,0
286.1755875,16.1025,329000.0,63.23,765.3,0.598,5904.0,4.471,0.946,15.138,0,1,0,0,FALSE POSITIVE,2
152.151448,26.8612,152000.0,53.89,2163.4,0.857,6217.0,4.472,0.989,14.61,0,1,0,0,FALSE POSITIVE,2
0.542636318,1.2536,74.6,1.39,17.3,0.056,5277.0,3.96,1.633,14.458,0,0,1,0,FALSE POSITIVE,2
29.91133406,7.26916,354000.0,47.83,1349.8,0.559,5303.0,4.632,0.704,16.128,0,1,0,0,FALSE POSITIVE,2
5.877122485,4.71655,363000.0,125.68,1210.8,0.547,5702.0,3.807,1.821,15.177,0,1,0,0,FALSE POSITIVE,2
10.63630585,5.17212,216000.0,64.91,1419.0,0.398,6781.0,4.221,1.345,17.035,0,1,0,0,FALSE POSITIVE,2
2.1032389,6.4774,24900.0,36.63,625.1,1.209,5546.0,4.587,0.786,13.171,0,1,1,1,FALSE POSITIVE,2
46.69820093,3.57049,54600.0,38.79,879.0,1.131,5772.0,4.518,0.756,15.267,0,1,0,0,FALSE POSITIVE,2
15.99560373,3.471,222.0,1.04,20.0,0.088,4955.0,4.61,0.721,14.017,0,0,0,0,CONFIRMED,0
4.39451798,2.9527,224000.0,65.76,249.5,1.566,3695.0,4.773,0.483,16.705,0,1,0,0,FALSE POSITIVE,2
25.9518795,21.569,1310.0,35.1,63.7,1.259,5753.0,4.335,1.078,14.997,0,1,1,1,FALSE POSITIVE,2
29.7681831,9.425,160.0,3.98,13.2,0.739,5640.0,3.679,2.916,14.564,0,0,0,0,CANDIDATE,1
56.04809669,4.04427,53700.0,42.62,1003.7,1.161,5222.0,4.518,0.78,14.967,0,1,0,0,FALSE POSITIVE,2
2.25161215,2.1,23.9,1.14,9.2,0.647,9464.0,4.116,2.184,13.085,0,0,1,0,FALSE POSITIVE,2
36.7662364,3.305,580.0,1.28,12.6,0.164,4342.0,4.699,0.54,15.903,0,0,0,0,CANDIDATE,1
50.35545898,5.51863,107000.0,31.66,1219.4,0.159,5936.0,4.501,0.965,15.724,0,1,0,0,FALSE POSITIVE,2
14.0328775,6.684,211.0,1.45,11.8,0.044,6063.0,4.47,1.001,15.652,0,0,0,0,CONFIRMED,0
13.2226149,4.337,262.0,1.75,12.6,0.943,5931.0,4.545,0.863,15.208,0,0,0,0,CANDIDATE,1
2.53742164,1.563,105.0,0.93,12.8,0.285,5447.0,4.481,0.917,14.8,0,0,0,0,CANDIDATE,1
3.54828691,3.281,70.9,1.69,9.9,0.036,6573.0,4.01,1.987,13.79,1,0,0,0,FALSE POSITIVE,2
62.596544,11.477,223.0,2.25,15.5,0.246,5934.0,4.173,1.509,14.451,0,0,0,0,CANDIDATE,1
18.79852,4.795,487.0,2.04,11.2,0.936,4808.0,4.589,0.715,16.153,0,1,1,1,FALSE POSITIVE,2
156.516574,12.2259,113000.0,61.44,2016.1,0.995,6002.0,4.354,1.084,13.375,0,1,0,0,FALSE POSITIVE,2
1.366946478,3.37701,159000.0,43.45,796.5,0.869,5353.0,4.527,0.757,15.002,0,1,0,0,FALSE POSITIVE,2
313.0927507,14.3447,446000.0,47.52,1952.3,0.395,5067.0,4.596,0.673,15.638,1,0,0,0,FALSE POSITIVE,2
0.566813677,2.458,61.2,0.77,11.5,0.449,6106.0,4.487,0.966,15.644,1,0,1,0,FALSE POSITIVE,2
157.3226394,21.9232,154000.0,56.66,1386.8,0.888,6109.0,4.472,0.989,15.291,0,1,0,0,FALSE POSITIVE,2
9.53040216,5.95809,322000.0,60.49,185.6,0.6046,5501.0,4.438,0.912,14.689,0,1,0,0,FALSE POSITIVE,2
4.218512654,3.62939,23400.0,16.67,699.9,0.767,6185.0,4.472,0.991,15.232,0,1,0,0,FALSE POSITIVE,2
8.529991199,3.9954,20100.0,44.86,389.8,1.225,6185.0,4.472,0.991,15.232,0,1,0,0,FALSE POSITIVE,2
1.922862476,3.4594,101000.0,70.65,362.1,1.001,6408.0,4.246,1.303,15.925,0,1,0,0,FALSE POSITIVE,2
16.00747237,1.267,278.0,2.99,14.7,0.975,5857.0,4.204,1.305,13.77,0,0,0,0,CONFIRMED,0
54.6493679,7.962,433.0,2.64,15.1,0.018,5751.0,4.234,1.282,15.335,0,0,0,0,CONFIRMED,0
100.8276725,8.39,1780.0,4.35,36.7,0.676,5301.0,4.391,0.977,15.28,0,0,0,0,CONFIRMED,0
15.5764061,5.382,257.0,1.79,14.1,0.565,6214.0,4.442,1.076,15.491,0,0,0,0,CANDIDATE,1
10.00506974,3.481,143.0,1.11,11.4,0.148,5912.0,4.453,0.924,14.634,0,0,0,0,CANDIDATE,1
0.905675699,1.701,73.2,0.77,10.2,0.008,5730.0,4.518,0.903,15.384,0,1,1,1,FALSE POSITIVE,2
36.2580749,5.917,380.0,1.82,12.5,0.786,5818.0,4.554,0.848,15.553,0,0,0,0,CANDIDATE,1
12.4326997,7.81,240.0,1.88,11.5,0.212,5480.0,4.22,1.229,15.916,0,0,0,0,CANDIDATE,1
30.9902997,9.454,322.0,2.21,10.7,0.397,5480.0,4.22,1.229,15.916,0,0,0,0,CANDIDATE,1
15.9750417,3.549,644.0,90.37,37.5,1.211,5220.0,3.52,3.456,13.933,0,1,0,0,FALSE POSITIVE,2
16.0505464,3.171,94.4,0.81,14.6,0.135,5428.0,4.563,0.853,13.136,0,0,0,0,CONFIRMED,0
0.805267592,0.887,147.0,1.35,9.8,0.082,6268.0,4.429,1.1,15.881,0,0,1,1,FALSE POSITIVE,2
11.08262263,6.62584,269000.0,48.38,1725.6,0.207,5831.0,4.503,0.922,16.411,0,1,0,0,FALSE POSITIVE,2
421.4284819,8.60447,96700.0,54.16,3162.0,0.356,6235.0,4.034,1.708,13.769,0,1,0,0,FALSE POSITIVE,2
1.096587245,3.0287,541.0,168.68,67.1,2.623,5869.0,4.513,0.942,13.954,0,1,1,1,FALSE POSITIVE,2
3.012476415,3.31903,198000.0,58.77,2060.3,0.708,6015.0,4.329,1.088,14.776,0,1,0,0,FALSE POSITIVE,2
204.7410476,20.5357,334000.0,97.39,2000.2,0.596,6517.0,4.211,1.44,13.841,0,1,0,0,FALSE POSITIVE,2
0.759740194,3.252,42.5,0.67,13.7,0.497,6046.0,4.478,1.007,14.92,0,0,1,1,FALSE POSITIVE,2
4.664186517,4.0639,555000.0,278.81,445.7,0.29,5062.0,3.515,3.579,16.144,0,1,0,0,FALSE POSITIVE,2
1.092066399,2.97608,402000.0,40.74,1160.6,0.488,4556.0,4.67,0.576,15.896,0,1,0,0,FALSE POSITIVE,2
3.053578643,3.22884,52900.0,35.35,661.4,1.11,5414.0,4.625,0.714,15.74,0,1,0,0,FALSE POSITIVE,2
2.992662857,2.5258,114000.0,60.35,296.8,0.001,4927.0,3.883,1.837,16.328,0,1,0,0,FALSE POSITIVE,2
4.664188563,3.773,11400.0,52.09,272.6,1.254,5699.0,4.192,1.215,13.915,0,1,1,1,FALSE POSITIVE,2
0.954873008,1.0613,33.0,0.81,1.5,0.578,6092.0,4.114,1.363,11.8,0,1,1,0,FALSE POSITIVE,2
0.56493412,2.57621,253000.0,33.4,1361.5,0.691,4748.0,4.729,0.534,15.839,0,1,0,0,FALSE POSITIVE,2
1.674984844,4.92134,235000.0,150.48,858.8,0.731,8285.0,3.971,2.451,14.567,0,1,0,0,FALSE POSITIVE,2
35.8754482,3.972,367.0,2.35,12.6,0.026,6559.0,4.357,1.218,15.353,0,0,0,0,CANDIDATE,1
7.31945294,4.881,167.0,5.05,16.3,0.112,5745.0,3.499,3.955,13.489,0,0,0,0,CONFIRMED,0
35.8007112,8.219,417.0,7.97,25.0,0.043,5745.0,3.499,3.955,13.489,0,0,0,0,CANDIDATE,1
0.790049989,2.794,70.8,0.67,12.3,0.185,5427.0,4.53,0.808,15.53,0,0,1,1,FALSE POSITIVE,2
4.32710579,3.872,84.1,3.58,9.5,0.025,5745.0,3.499,3.955,13.489,0,0,0,0,CANDIDATE,1
14.15402615,4.115,21700.0,29.61,23.9,1.199,4352.0,4.61,0.661,15.056,0,1,1,1,FALSE POSITIVE,2
33.93754213,11.1677,33000.0,138.25,1112.0,1.979,6220.0,4.414,1.066,15.191,0,1,0,0,FALSE POSITIVE,2
20.7057153,9.678,116.0,3.22,13.5,0.922,5668.0,3.792,2.437,14.276,0,0,0,0,CONFIRMED,0
60.532988,7.086,468.0,1.91,23.8,0.618,5631.0,4.557,0.847,14.196,0,0,0,0,CANDIDATE,1
3.7228679,9.557,52.1,0.74,9.8,0.8,6046.0,4.509,0.927,15.202,1,0,1,1,FALSE POSITIVE,2
58.0198583,5.348,1290.0,3.46,66.0,0.951,4920.0,4.62,0.72,12.231,0,0,0,0,CONFIRMED,0
15.0617835,6.31,197.0,1.61,12.1,0.114,5806.0,4.321,1.158,15.386,0,0,0,0,CANDIDATE,1
4.286103033,2.6422,173000.0,25.8,397.1,0.544,4206.0,4.663,0.591,15.295,0,1,0,0,FALSE POSITIVE,2
290.7778719,12.0525,226000.0,45.27,1836.8,0.761,5207.0,4.585,0.734,14.282,0,1,0,0,FALSE POSITIVE,2
5.017239915,4.36126,145000.0,41.75,970.9,0.191,6519.0,4.41,1.079,14.115,0,1,0,0,FALSE POSITIVE,2
0.937923475,3.164,40.4,0.52,12.0,0.515,5398.0,4.58,0.805,14.403,0,0,1,0,FALSE POSITIVE,2
204.0329342,17.5623,411000.0,57.35,884.9,0.49,5553.0,4.577,0.806,15.734,0,1,0,0,FALSE POSITIVE,2
2.148219541,2.94091,458000.0,49.6,619.8,0.424,4694.0,4.6,0.672,15.783,0,1,0,0,FALSE POSITIVE,2
58.62157882,8.52961,143000.0,40.43,1887.7,0.896,5232.0,4.554,0.725,15.161,0,1,0,0,FALSE POSITIVE,2
3.125821128,2.2163,5030.0,110.58,245.2,1.269,6137.0,3.705,2.852,12.77,0,1,1,0,FALSE POSITIVE,2
1.032068851,2.1344,122000.0,44.35,140.0,1.014,4387.0,4.587,0.711,16.177,0,1,0,0,FALSE POSITIVE,2
6.6751871,2.372,178.0,1.09,7.0,0.251,5774.0,4.567,0.818,15.554,1,0,1,0,FALSE POSITIVE,2
1.450205839,3.6373,25900.0,92.78,419.0,1.236,7564.0,4.093,1.893,13.91,0,1,0,0,FALSE POSITIVE,2
3.224486463,4.61686,404000.0,79.08,1905.1,0.421,6389.0,4.331,1.16,16.169,0,1,0,0,FALSE POSITIVE,2
44.14579777,4.088,224000.0,62.24,434.9,0.864,5876.0,4.492,0.896,16.442,0,1,0,0,FALSE POSITIVE,2
33.3239576,37.217,2010.0,2.55,173.7,0.47,5192.0,4.707,0.555,15.213,1,0,0,0,FALSE POSITIVE,2
17.9559673,6.237,137.0,1.96,11.9,0.979,5641.0,4.258,1.195,14.388,0,0,0,0,CANDIDATE,1
0.94102954,4.415,34.5,1.41,13.3,0.119,5766.0,3.783,2.409,13.134,1,0,0,0,FALSE POSITIVE,2
1.992812339,2.066,315.0,6.81,16.8,1.127,3638.0,4.844,0.42,15.855,0,0,0,0,CANDIDATE,1
36.51437404,6.48255,112000.0,33.27,1701.1,0.133,5811.0,4.465,1.0,15.423,0,1,0,0,FALSE POSITIVE,2
39.818832,10.757,199.0,2.23,29.4,0.6,5710.0,4.073,1.524,13.102,0,0,0,0,CONFIRMED,0
25.4337864,6.514,302.0,2.0,14.3,0.232,5806.0,4.321,1.158,15.386,0,0,0,0,CONFIRMED,0
67.451045,8.9387,7060.0,36.7,205.4,1.01,4847.0,3.726,2.191,13.342,0,1,0,0,FALSE POSITIVE,2
2.69339974,1.936,148.0,1.04,8.7,0.279,5355.0,4.511,0.863,15.673,0,0,0,0,CANDIDATE,1
10.43003118,2.029,120.0,1.14,10.6,0.283,6277.0,4.449,1.031,14.412,0,0,0,0,CANDIDATE,1
27.63714708,1.7277,736.0,6.96,27.4,0.669,5214.0,3.766,2.427,13.851,0,0,0,0,CANDIDATE,1
52.6095103,8.202,204.0,1.83,15.3,0.102,5881.0,4.259,1.294,14.192,0,0,0,0,CANDIDATE,1
198.7106251,8.638,2090.0,3.56,62.1,0.026,5180.0,4.548,0.8,14.443,0,0,0,0,CONFIRMED,0
15.8733806,8.0429,208000.0,630.53,978.2,3.454,5622.0,3.907,1.895,14.679,0,1,0,0,FALSE POSITIVE,2
50.563697,5.381,50.5,1.57,6.8,0.779,6759.0,4.018,2.022,10.948,0,0,0,0,CANDIDATE,1
65.58366557,5.01216,242000.0,41.22,1649.5,0.72,5516.0,4.65,0.666,15.743,0,1,0,0,FALSE POSITIVE,2
394.6781627,6.05443,253000.0,52.16,1500.7,0.708,5780.0,4.505,0.83,15.207,0,1,0,0,FALSE POSITIVE,2
111.3198052,23.0078,62700.0,63.68,3433.7,0.234,5022.0,3.562,2.58,12.439,0,1,0,0,FALSE POSITIVE,2
110.2951268,16.5339,176000.0,37.88,2084.3,0.248,5753.0,4.503,0.895,15.258,0,1,0,0,FALSE POSITIVE,2
95.17831793,3.60125,129000.0,28.75,2279.1,0.761,4523.0,4.615,0.653,14.401,0,1,0,0,FALSE POSITIVE,2
31.2543238,5.662,438.0,2.29,14.7,0.019,6246.0,4.433,1.092,15.82,0,0,0,0,CANDIDATE,1
61.4911479,9.745,58700.0,22.76,1421.7,0.681,5830.0,4.54,0.876,15.523,0,1,0,0,FALSE POSITIVE,2
110.2867031,4.427,145.0,1.41,16.4,0.675,5931.0,4.322,1.101,11.818,0,0,0,0,CONFIRMED,0
11.8061737,4.472,88.1,2.87,10.1,0.905,6900.0,3.843,2.599,12.082,0,0,0,0,CANDIDATE,1
6.15828666,6.329,57.7,1.2,16.4,0.595,5710.0,4.073,1.524,13.102,0,0,0,0,CANDIDATE,1
10.82882574,0.7275,92.1,0.76,4.8,0.137,5862.0,4.584,0.785,13.492,1,0,0,0,FALSE POSITIVE,2
82.292865,7.048,371.0,1.82,13.0,0.195,5626.0,4.467,0.957,14.828,0,0,0,0,CONFIRMED,0
92.436978,6.432,955.0,2.89,17.8,0.943,5595.0,4.606,0.741,15.449,0,0,0,0,CONFIRMED,0
65.427645,9.404,319.0,1.65,15.6,0.004,6014.0,4.504,0.926,14.821,0,0,0,0,CANDIDATE,1
11.08260553,6.23,601.0,7.34,51.3,0.966,5125.0,3.674,2.196,13.566,0,1,1,1,FALSE POSITIVE,2
22.7832776,4.194,120.0,1.33,18.2,0.626,6517.0,4.382,1.159,12.972,0,1,1,0,FALSE POSITIVE,2
23.73795284,8.50818,95900.0,53.27,1221.2,1.004,5559.0,4.394,1.0,15.147,0,1,0,0,FALSE POSITIVE,2
21.4618453,5.675,122.0,19.89,13.4,1.139,5806.0,4.283,1.213,13.798,0,0,1,0,FALSE POSITIVE,2
75.13194883,20.8729,122000.0,26.21,3625.5,0.487,5365.0,4.586,0.729,14.658,0,1,0,0,FALSE POSITIVE,2
369.069345,5.832,946.0,3.07,11.7,0.929,4855.0,4.542,0.778,14.521,0,0,0,0,CANDIDATE,1
243.8212213,10.9312,56800.0,56.63,2804.3,1.029,6370.0,4.228,1.316,13.297,0,1,0,0,FALSE POSITIVE,2
16.22754867,5.08666,193000.0,46.52,1870.0,0.795,5297.0,4.587,0.795,15.901,0,1,0,0,FALSE POSITIVE,2
47.189437,11.555,371000.0,66.71,804.0,0.5357,5458.0,4.381,0.972,15.624,0,1,0,0,FALSE POSITIVE,2
1.501760172,5.85519,388000.0,90.92,2624.0,0.518,6327.0,4.315,1.29,11.825,0,1,0,0,FALSE POSITIVE,2
4.05325447,4.0116,111000.0,1668.79,446.1,15.329,6022.0,4.453,1.039,15.537,0,1,0,0,FALSE POSITIVE,2
7.68433346,1.4346,1180.0,2.58,28.5,0.951,4402.0,4.682,0.572,14.265,0,0,0,0,CANDIDATE,1
1.549979213,7.5945,371000.0,136.64,672.7,0.486,5408.0,3.777,2.058,13.939,0,1,0,0,FALSE POSITIVE,2
11.16622885,3.389,354.0,1.56,13.6,0.176,5552.0,4.562,0.836,15.927,0,0,0,0,CANDIDATE,1
10.99381963,3.7889,1690.0,40.17,102.9,1.274,6553.0,4.366,1.157,13.427,1,1,1,1,FALSE POSITIVE,2
10.9938087,5.0403,1460.0,5.33,100.4,0.924,6553.0,4.366,1.157,13.427,0,1,1,1,FALSE POSITIVE,2
23.1334494,3.602,456.0,2.55,21.6,0.954,5712.0,4.382,0.932,14.656,0,0,0,0,CANDIDATE,1
8.9539656,4.898,70.4,0.84,12.2,0.656,6168.0,4.452,0.947,13.776,0,0,0,0,CANDIDATE,1
13.7281373,5.304,107.0,1.06,15.4,0.748,6168.0,4.452,0.947,13.776,0,0,0,0,CANDIDATE,1
16.5860329,7.043,231.0,2.09,14.6,0.167,5626.0,4.149,1.389,15.589,0,0,0,0,CONFIRMED,0
26.83771808,1.6162,8510.0,12.68,101.4,0.917,6194.0,4.445,1.069,14.426,0,0,0,0,CANDIDATE,1
16.7525077,3.174,338.0,3.65,18.2,0.763,4807.0,3.906,1.802,14.534,0,0,0,0,CONFIRMED,0
3.53105835,1.778,311.0,10.61,11.7,1.213,3638.0,4.844,0.42,15.855,0,0,0,0,CANDIDATE,1
49.61275752,7.07603,130000.0,57.08,2070.3,0.929,6241.0,4.45,1.031,15.217,0,1,0,0,FALSE POSITIVE,2
6.32589574,1.383,193.0,1.14,8.8,0.181,5749.0,4.568,0.818,15.421,0,0,0,0,CANDIDATE,1
11.9378354,4.652,246.0,1.15,9.6,0.036,5469.0,4.611,0.738,15.954,0,0,0,0,CANDIDATE,1
32.715906,10.79,136.0,3.68,13.1,0.25,5527.0,3.627,3.192,14.462,0,0,0,0,CANDIDATE,1
15.3317719,5.467,179.0,1.91,13.3,0.802,5726.0,4.228,1.285,15.098,0,0,0,0,CANDIDATE,1
82.331756,8.664,283.0,2.08,11.9,0.027,5997.0,4.304,1.242,14.872,0,0,0,0,CANDIDATE,1
84.704139,10.393,656.0,4.17,17.0,0.01,6085.0,4.115,1.634,15.169,0,0,0,0,CONFIRMED,0
0.755105584,5.02374,250000.0,76.26,2158.5,0.732,6592.0,4.369,1.19,11.638,0,1,0,0,FALSE POSITIVE,2
101.2633628,17.8951,72800.0,44.0,3573.1,0.944,6309.0,4.413,1.062,14.319,0,1,0,0,FALSE POSITIVE,2
120.5816718,8.2904,193000.0,41.71,1184.8,0.845,5294.0,4.651,0.673,15.777,0,1,0,0,FALSE POSITIVE,2
1.558544209,3.3727,226000.0,35.12,421.6,0.507,4868.0,4.582,0.708,14.498,0,1,0,0,FALSE POSITIVE,2
2.63757408,5.9626,170000.0,76.02,1471.6,1.107,5639.0,4.509,0.953,15.902,0,1,1,0,FALSE POSITIVE,2
8.64636188,8.73607,218000.0,54.24,2441.7,0.294,6444.0,4.382,1.134,14.097,1,0,0,0,FALSE POSITIVE,2
125.288206,3.695,242.0,1.5,9.4,0.066,5881.0,4.48,0.973,14.179,0,0,1,0,FALSE POSITIVE,2
112.4635889,31.8273,242000.0,129.04,1374.0,0.523,7426.0,3.903,2.463,10.967,0,1,0,0,FALSE POSITIVE,2
27.0965146,8.42,208.0,2.13,16.4,0.769,5775.0,4.193,1.352,14.886,0,0,0,0,CANDIDATE,1
11.5474983,6.684,116.0,1.48,12.3,0.495,5775.0,4.193,1.352,14.886,0,0,0,0,CANDIDATE,1
42.39930429,18.3609,206000.0,44.7,2261.9,0.336,6153.0,4.487,0.962,15.747,0,1,0,0,FALSE POSITIVE,2
83.2664103,2.813,620.0,2.89,10.9,0.029,5538.0,4.266,1.18,14.97,0,0,0,0,CANDIDATE,1
11.6044881,3.409,268.0,1.88,14.5,0.118,5533.0,4.275,1.166,15.254,0,0,0,0,CANDIDATE,1
27.00980738,1.96698,67900.0,22.32,541.3,0.949,3900.0,4.727,0.534,15.483,0,1,0,0,FALSE POSITIVE,2
15.0219784,5.068,96.9,1.77,7.4,0.96,5831.0,4.162,1.382,13.109,0,0,0,0,CONFIRMED,0
